,connected,z_0,z_1,z_2
0,0,-0.0,-3464.1843537203004,-1618.641730770138
0,1,-0.0,-3694.967801176669,-1064.1417057446583
1,1,-0.0,-3694.9303039648603,-1065.897481474774
2,1,-0.0,-3694.836720846125,-1067.2598502236483
3,1,-0.0,-3694.7035165085354,-1068.835383137421
4,1,-0.0,-3694.088040138129,-1074.7764912006464
5,1,-0.0,-3693.7956849722123,-1076.775930426595
6,1,-0.0,-3692.7394316217205,-1081.7437840270727
7,1,-0.0,-3691.642135164825,-1086.0875303878888
8,1,-0.0,-3690.9043288056328,-1088.4053350460586
9,1,-0.0,-3690.087492118436,-1090.7000446945553
10,1,-0.0,-3689.4450596884426,-1092.1223697520168
11,1,-0.0,-3688.8542078195615,-1093.257892946442
12,1,-0.0,-3688.545906718632,-1093.7403118014731
13,1,-0.0,-3687.4753986221704,-1095.1187449028089
14,1,-0.0,-3686.2189558146592,-1096.3400187620377
15,1,-0.0,-3683.872696325674,-1098.413773950438
16,0,-0.0,-3682.967801176669,-1099.2029917688428
17,1,-0.0,-3682.967801176669,-1216.1417057446583
18,1,-0.0,-3682.9303039648603,-1217.897481474773
19,1,-0.0,-3682.836720846125,-1219.2598502236483
20,1,-0.0,-3682.7035165085354,-1220.8353831374202
21,1,-0.0,-3682.088040138129,-1226.7764912006455
22,1,-0.0,-3681.7956849722123,-1228.7759304265942
23,1,-0.0,-3680.7394316217205,-1233.7437840270727
24,1,-0.0,-3679.642135164825,-1238.087530387888
25,1,-0.0,-3678.9043288056328,-1240.4053350460586
26,1,-0.0,-3678.087492118436,-1242.7000446945544
27,1,-0.0,-3677.4450596884426,-1244.1223697520159
28,1,-0.0,-3676.8542078195615,-1245.2578929464412
29,1,-0.0,-3676.545906718632,-1245.7403118014731
30,1,-0.0,-3675.4753986221704,-1247.1187449028089
31,1,-0.0,-3674.2189558146592,-1248.3400187620368
32,1,-0.0,-3671.872696325674,-1250.413773950438
33,1,-0.0,-3668.3199398597726,-1253.5123635609866
34,1,-0.0,-3667.3878593615436,-1254.251537112676
35,1,-0.0,-3663.2413855882114,-1257.1039890859543
36,1,-0.0,-3661.2405783182394,-1258.2458795848356
37,1,-0.0,-3658.872830803637,-1259.4774394860592
38,1,-0.0,-3656.7286282709156,-1260.4329768621942
39,0,-0.0,-3656.500141374211,-1260.5129415775668
40,1,-0.0,-3656.500141374211,-1260.5820800290826
41,0,-0.0,-3656.2027449226043,-1261.4062026897777
42,1,-0.0,-3656.185812842403,-1261.4493717599576
43,1,-0.0,-3655.4450596884426,-1263.1223697520159
44,1,-0.0,-3654.8542078195615,-1264.2578929464412
45,0,-0.0,-3654.425274111126,-1264.8956436292624
46,1,-0.0,-3654.3917213809655,-1264.9388475938517
47,1,-0.0,-3653.4753986221704,-1266.1187449028089
48,1,-0.0,-3652.2189558146592,-1267.3400187620368
49,1,-0.0,-3645.77354736915,-1272.9640898645016
50,1,-0.0,-3642.706533523482,-1275.1198271481276
51,1,-0.0,-3641.2413855882114,-1276.1039890859543
52,0,-0.0,-3640.59105281973,-1276.4755045868783
53,1,-0.0,-3640.59105281973,-1293.6709303871062
54,1,-0.0,-3639.6919773128548,-1296.7894712281518
55,1,-0.0,-3637.9043288056328,-1302.4053350460586
56,1,-0.0,-3637.3223740102185,-1304.099629159669
57,1,-0.0,-3636.4450596884426,-1306.1223697520159
58,1,-0.0,-3635.8542078195615,-1307.2578929464412
59,1,-0.0,-3635.545906718632,-1307.7403118014731
60,1,-0.0,-3633.6571617376103,-1310.1723425450286
61,1,-0.0,-3632.530932464293,-1311.4039876785332
62,1,-0.0,-3627.039345384019,-1316.099947214941
63,1,-0.0,-3625.587920842081,-1317.2469000512206
64,0,-0.0,-3625.188731671399,-1317.538859317095
65,1,-0.0,-3625.188731671399,-1348.3054079163735
66,1,-0.0,-3625.125522101005,-1354.5859112545818
67,1,-0.0,-3624.791671199476,-1360.6452790167054
68,1,-0.0,-3624.090080338784,-1366.0729852929303
69,1,-0.0,-3623.5326890651086,-1368.9438608771884
70,1,-0.0,-3622.6919773128548,-1371.7894712281518
71,1,-0.0,-3620.9043288056328,-1377.4053350460586
72,1,-0.0,-3620.087492118436,-1379.7000446945544
73,1,-0.0,-3619.4450596884426,-1381.1223697520159
74,1,-0.0,-3618.628721789346,-1382.6242241376808
75,1,-0.0,-3616.6571617376103,-1385.1723425450286
76,1,-0.0,-3615.530932464293,-1386.4039876785332
77,1,-0.0,-3610.039345384019,-1391.099947214941
78,1,-0.0,-3608.587920842081,-1392.2469000512206
79,1,-0.0,-3607.634567817636,-1392.9441640793516
80,1,-0.0,-3605.887124582846,-1394.128121880914
81,1,-0.0,-3602.500591274321,-1396.2562851572916
82,1,-0.0,-3601.9224696263254,-1396.5637262925843
83,1,-0.0,-3597.436786252033,-1397.8843566439505
84,1,-0.0,-3596.5401942933295,-1398.121372179376
85,1,-0.0,-3594.8102561669366,-1398.5460539827932
86,1,-0.0,-3592.049106041638,-1399.1027184548134
87,1,-0.0,-3590.095116171242,-1399.4442281363886
88,1,-0.0,-3588.88035451016,-1399.5729141651032
89,1,-0.0,-3585.9618360436207,-1399.8160142183801
90,0,-0.0,-3583.729978407261,-1399.8591072840986
91,1,-0.0,-3570.250744691086,-1399.9036608833244
92,1,-0.0,-3570.0268313800825,-1401.4489693986502
93,1,-0.0,-3569.5326890651086,-1403.9438608771884
94,1,-0.0,-3568.6919773128548,-1406.7894712281518
95,1,-0.0,-3566.9043288056328,-1412.4053350460586
96,1,-0.0,-3566.087492118436,-1414.7000446945544
97,1,-0.0,-3565.4450596884426,-1416.1223697520159
98,1,-0.0,-3564.628721789346,-1417.6242241376808
99,0,-0.0,-3562.8453015719288,-1419.9291835428144
100,1,-0.0,-3562.8453015719288,-1421.0605491683268
101,0,-0.0,-3562.8323595185793,-1422.1990772799932
102,1,-0.0,-3562.8318223884507,-1422.2438542789191
103,1,-0.0,-3562.79805820204,-1424.172354996062
