,connected,z_0,z_1,z_2
0,0,-0.0,-3892.6863520080074,-382.04262163614976
0,1,-0.0,-3927.818431382859,-174.38567981125425
1,1,-0.0,-3927.7833055665074,-175.98949979816825
2,1,-0.0,-3927.401107892241,-182.39228200367506
3,1,-0.0,-3926.8038789131983,-189.6508879840917
4,1,-0.0,-3926.5010971098077,-191.34145651978952
5,1,-0.0,-3926.310610853849,-192.08188651593582
6,1,-0.0,-3922.5080676650628,-201.95884153941142
7,1,-0.0,-3921.796418243586,-203.68022986706228
8,1,-0.0,-3919.5930084236184,-208.5924643626472
9,1,-0.0,-3918.937119616198,-209.9703554070993
10,1,-0.0,-3914.4674180572706,-217.98600340102757
11,1,-0.0,-3914.1325154139126,-218.5177027708778
12,0,-0.0,-3913.686547554555,-219.10953654530022
13,1,-0.0,-3913.686547554555,-238.20047050207768
14,0,-0.0,-3913.6261122949577,-242.49861517755426
15,1,-0.0,-3913.6255585597796,-242.53591487030144
16,1,-0.0,-3913.505321906547,-248.8825691636912
17,0,-0.0,-3913.2543851986443,-255.19694656595675
18,1,-0.0,-3913.2528835812077,-255.23437324201768
19,0,-0.0,-3912.686547554556,-265.72378900540616
20,1,-0.0,-3912.686547554556,-283.2004705020777
21,1,-0.0,-3912.505321906547,-293.8825691636912
22,1,-0.0,-3912.240640455188,-300.53952387500976
23,1,-0.0,-3911.910408326176,-306.99306380593634
24,1,-0.0,-3911.481138655487,-314.1883495184384
25,1,-0.0,-3911.30008125828,-316.5723735196084
26,1,-0.0,-3911.143063184701,-317.63245736573344
27,1,-0.0,-3909.7144813986056,-321.6975690907084
28,1,-0.0,-3907.6069474965057,-327.2352722350738
29,1,-0.0,-3906.9513199464423,-328.86583774286964
30,0,-0.0,-3905.989971256307,-331.1868273994187
31,1,-0.0,-3905.989971256307,-331.4011056756367
32,0,-0.0,-3905.9184024944147,-332.2663435014065
33,1,-0.0,-3905.9152429717956,-332.304540871437
34,1,-0.0,-3905.8038789131983,-333.6508879840917
35,1,-0.0,-3905.5010971098077,-335.3414565197895
36,1,-0.0,-3905.310610853849,-336.0818865159358
37,0,-0.0,-3905.034876045081,-336.804430372149
