,connected,z_0,z_1,z_2
0,0.0,12852.0,9609.0,8584.0
1,0.0,12621.0,9721.0,8779.0
2,0.0,12570.0,10164.0,8209.0
3,0.0,12415.0,9621.0,8954.0
4,0.0,12411.0,9322.0,9165.0
5,0.0,12400.0,9900.0,8269.0
6,0.0,12365.0,9930.0,9125.0
7,0.0,12340.0,10026.0,8728.0
8,0.0,12339.0,10276.0,8404.0
9,0.0,12336.0,10281.0,8834.0
10,0.0,12323.0,10098.0,9169.0
11,0.0,12271.0,10388.0,9139.0
12,0.0,12210.0,9359.0,9608.0
13,0.0,12208.0,10348.0,9195.0
14,0.0,12182.0,10429.0,8270.0
15,0.0,12180.0,9434.0,9360.0
16,0.0,12164.0,9967.0,9568.0
17,0.0,12139.0,10710.0,9606.0
18,0.0,12072.0,10444.0,9783.0
19,0.0,11980.0,10721.0,8774.0
20,0.0,11933.0,10610.0,9781.0
21,0.0,11918.0,10889.0,9096.0
22,0.0,11884.0,10664.0,9891.0
23,0.0,11792.0,11049.0,8734.0
24,0.0,11790.0,10999.0,9408.0
25,0.0,11736.0,9330.0,9990.0
26,0.0,11717.0,10926.0,9539.0
27,0.0,11687.0,11143.0,8060.0
28,0.0,11687.0,11001.0,9291.0
29,0.0,11641.0,10523.0,10078.0
30,0.0,11625.0,10754.0,9622.0
31,0.0,11574.0,10823.0,9576.0
32,0.0,11556.0,11116.0,10033.0
33,0.0,11541.0,11395.0,9348.0
34,0.0,11451.0,11210.0,9359.0
35,0.0,11436.0,11489.0,8674.0
36,0.0,11412.0,10877.0,10234.0
37,0.0,11389.0,11378.0,9681.0
38,0.0,11386.0,9997.0,10350.0
39,0.0,11300.0,11419.0,8812.0
40,0.0,11227.0,10381.0,10469.0
41,0.0,11146.0,10989.0,10163.0
42,0.0,11104.0,11407.0,9718.0
43,0.0,11095.0,11484.0,9171.0
44,0.0,11052.0,11421.0,9205.0
45,0.0,10999.0,11501.0,9044.0
46,0.0,10990.0,11578.0,8497.0
47,0.0,10960.0,11168.0,9919.0
48,0.0,10947.0,11515.0,8531.0
49,0.0,10930.0,10157.0,10498.0
50,0.0,10921.0,11783.0,8366.0
51,0.0,10917.0,11020.0,10167.0
52,0.0,10907.0,10410.0,10240.0
53,0.0,10882.0,11450.0,9241.0
54,0.0,10861.0,11266.0,9905.0
55,0.0,10820.0,10485.0,10297.0
56,0.0,10777.0,11544.0,8567.0
57,0.0,10735.0,11532.0,8782.0
58,0.0,10717.0,11027.0,10106.0
59,0.0,10705.0,11607.0,8534.0
60,0.0,10694.0,11280.0,9848.0
61,0.0,10651.0,11132.0,10096.0
62,0.0,10616.0,11562.0,9170.0
63,0.0,10613.0,11570.0,9554.0
64,0.0,10543.0,11661.0,9192.0
65,0.0,10520.0,10030.0,10628.0
66,0.0,10508.0,11664.0,8880.0
67,0.0,10469.0,11331.0,9755.0
68,0.0,10451.0,11139.0,10035.0
69,0.0,10438.0,10854.0,10281.0
70,0.0,10369.0,10908.0,10252.0
71,0.0,10244.0,11695.0,8618.0
72,0.0,10238.0,11440.0,9996.0
73,0.0,10215.0,10059.0,10526.0
74,0.0,10214.0,11770.0,8370.0
75,0.0,10203.0,11443.0,9684.0
76,0.0,10028.0,10727.0,10411.0
77,0.0,10013.0,11807.0,8813.0
78,0.0,9974.0,11474.0,9688.0
79,0.0,9959.0,10781.0,10382.0
80,0.0,9911.0,11887.0,7761.0
81,0.0,9770.0,11666.0,9000.0
82,0.0,9708.0,11586.0,9617.0
83,0.0,9638.0,11677.0,9255.0
84,0.0,9603.0,11680.0,8943.0
85,0.0,9555.0,11825.0,8263.0
86,0.0,9147.0,11840.0,9091.0
87,0.0,8725.0,11952.0,7764.0
