,connected,z_0,z_1,z_2
0,0,1068.0,306.0,48.0
0,1,1048.0,399.5761293920805,201.9609592861127
1,1,1048.0,399.3816998468608,205.7117151607963
2,1,1048.0,398.3620689655172,208.37931034482767
3,1,1048.0,389.42857142857133,214.1428571428571
4,0,1048.0,350.9484536082473,220.8350515463917
5,1,1028.0,471.75508903149034,356.5414984488548
6,1,1028.0,471.2683767228177,365.93070444104137
7,1,1028.0,468.1762295081967,374.0204918032787
8,1,1028.0,444.52251995438996,380.8058722919043
9,1,1028.0,443.3711992216006,380.98370226222323
10,0,1028.0,439.3722384326802,381.5043768236767
11,1,1008.0,543.7802473333052,514.0890314903743
12,1,1008.0,543.1550535987749,526.1496937212864
13,1,1008.0,542.47131147541,527.938524590164
14,1,1008.0,531.3986486486485,531.114864864865
15,1,1008.0,526.5745553307063,532.3812440089469
16,1,1008.0,516.743887844076,533.9786288254402
17,1,1008.0,511.8446887141097,534.7058656306265
18,1,1008.0,503.7111244543926,535.2326622886173
19,0,1008.0,501.6058214259915,535.2443463005984
20,1,988.0,615.1592957569003,666.9155547424975
21,1,988.0,614.8144813159647,675.4027289150897
22,1,988.0,614.6305957590037,677.8133625042074
23,1,988.0,614.2353122749255,678.8307953493156
24,1,988.0,609.9102760736196,682.9762269938651
25,1,988.0,602.1938971136435,685.0018638832678
26,1,988.0,598.2498834665996,685.6427265230018
27,1,988.0,597.3113068446378,685.7673056029798
28,1,988.0,585.7606069067349,686.6450723308051
29,0,988.0,581.3966891902317,686.9155470581211
30,1,968.0,683.799629050058,807.2361499643646
31,1,968.0,683.6012568787512,814.0885550881978
32,1,968.0,682.6305957590037,826.8133625042074
33,1,968.0,680.208648742713,833.0472896545721
34,1,968.0,675.4065797641217,835.6238361266294
35,1,968.0,674.4205418270049,836.0065062512556
36,1,968.0,665.7558341909682,837.2373309549691
37,0,968.0,663.6821726873204,837.273105224361
38,1,948.0,751.7568056077596,957.7154077326943
39,1,948.0,751.6012568787512,963.0885550881974
40,1,948.0,750.6305957590037,975.8133625042076
41,1,948.0,748.208648742713,982.0472896545728
42,1,948.0,743.4065797641217,984.6238361266298
43,1,948.0,741.515117463216,985.3578911636293
44,1,948.0,735.7400337482763,986.2031000598274
45,0,948.0,731.6821726873204,986.273105224361
46,1,864.0,521.799629050058,997.2361499643641
47,1,864.0,521.6012568787512,1004.0885550881974
48,1,864.0,520.6305957590037,1016.8133625042076
49,1,864.0,518.208648742713,1023.0472896545728
50,1,864.0,513.4065797641217,1025.6238361266298
51,1,864.0,511.51511746321603,1026.3578911636293
52,1,864.0,505.74003374827635,1027.2031000598274
53,0,864.0,501.6821726873204,1027.273105224361
54,1,780.0,291.799629050058,1038.2361499643641
55,1,780.0,291.6012568787512,1045.0885550881974
56,1,780.0,290.63059575900365,1057.8133625042076
57,1,780.0,288.20864874271297,1064.0472896545728
58,1,780.0,283.4065797641217,1066.6238361266298
59,1,780.0,281.51511746321603,1067.3578911636293
60,1,780.0,275.74003374827635,1068.2031000598274
61,0,780.0,273.7596781870909,1068.2372646393467
62,1,696.0,61.68436012199277,1083.217905006353
63,1,696.0,61.6012568787512,1086.0885550881974
64,1,696.0,60.630595759003654,1098.8133625042076
65,1,696.0,58.52703283710434,1104.2277906164343
66,1,696.0,56.587985400586376,1105.9065398193022
67,1,696.0,54.87430099683911,1106.837101872113
68,1,696.0,53.406579764121716,1107.6238361266298
69,0,696.0,53.176762154676226,1107.7130257307388
70,1,645.0,753.799629050058,786.2361499643646
71,1,645.0,753.6012568787512,793.0885550881978
72,1,645.0,752.6305957590037,805.8133625042074
73,0,645.0,751.7757211697697,808.0137516440759
74,1,612.0,-174.97511312217193,1133.6206636500758
75,1,612.0,-174.98749999999995,1134.3625000000004
76,0,612.0,-176.91666666666663,1136.2916666666667
77,1,528.0,-423.0493827160493,1145.8580246913582
78,1,528.0,-423.5,1158.2500000000002
79,0,528.0,-424.75,1159.5000000000002
80,1,342.0,755.799629050058,616.2361499643646
81,1,342.0,755.6012568787512,623.0885550881978
82,1,342.0,754.6305957590037,635.8133625042074
83,0,342.0,753.799629050058,637.9522143837494
84,1,290.0,-726.3644932206171,1159.523563566969
85,1,290.0,-726.5,1163.2500000000002
86,0,290.0,-727.75,1164.5000000000002
87,1,280.0,-686.0493827160494,1163.8580246913582
88,1,280.0,-686.5,1176.2500000000002
89,0,280.0,-687.75,1177.5000000000002
90,1,39.0,757.799629050058,446.2361499643646
91,1,39.0,757.6012568787512,453.08855508819784
92,1,39.0,756.6305957590037,465.81336250420736
93,0,39.0,755.8185850403027,467.9034229521235
94,1,-264.0,759.799629050058,276.2361499643646
95,1,-264.0,759.6012568787512,283.08855508819784
96,1,-264.0,758.6305957590037,295.81336250420736
97,0,-264.0,757.8186050403026,297.9033714734819
98,1,-567.0,761.799629050058,106.23614996436459
99,1,-567.0,761.6012568787512,113.08855508819784
100,1,-567.0,760.6305957590037,125.81336250420736
101,0,-567.0,759.8186250403025,127.9033199948401
102,1,-870.0,763.799629050058,-63.763850035635414
103,1,-870.0,763.6012568787512,-56.911444911802164
104,1,-870.0,762.6305957590037,-44.18663749579264
105,0,-870.0,761.8186450403025,-42.096731483801705
