,z_0,z_1,z_2,connected
0,924.0,967.97824905839,799.1132824718063,1.0
1,924.0,966.9753984273113,806.8960619524112,1.0
2,924.0,964.4324059892367,813.8446589834366,1.0
3,924.0,962.8835182627738,818.0599552359636,1.0
4,924.0,958.1263989466754,825.5154707044107,1.0
5,924.0,957.5023179888997,825.8041136141039,0.0
6,892.0,769.3960169033614,825.8239835658171,1.0
7,892.0,765.1263989466754,832.5154707044107,1.0
8,892.0,764.5023179888999,832.8041136141039,0.0
9,877.0,980.7000227346573,678.4887831976516,1.0
10,877.0,980.6802067356091,683.5806090989786,1.0
11,877.0,980.408247611216,688.6531295663037,1.0
12,877.0,979.5516827816039,692.6120421571022,1.0
13,877.0,978.2509070778808,698.4175450148132,1.0
14,877.0,977.7719898418193,700.3968875319981,1.0
15,877.0,977.267479053625,701.8224964711674,1.0
16,877.0,976.5924631894184,703.647616670826,1.0
17,877.0,976.0560100036471,704.9240869066848,1.0
18,877.0,973.1263989466754,709.5154707044107,1.0
19,877.0,972.5023179888997,709.8041136141039,0.0
20,860.0,576.3959722386628,832.8240535658172,1.0
21,860.0,572.1263989466754,839.5154707044107,1.0
22,860.0,571.5023179888999,839.8041136141039,0.0
23,830.0,991.2601799775023,570.5611923509562,1.0
24,830.0,991.2467771639042,570.9346224677715,1.0
25,830.0,990.3333333333328,576.5606060606062,1.0
26,830.0,989.9722492697172,578.6338851022394,1.0
27,830.0,988.347992351816,586.8508604206502,1.0
28,830.0,987.2021792735343,591.9907270189333,1.0
29,830.0,987.1590975379593,592.118040662263,1.0
30,830.0,986.8055069930062,592.4860139860139,0.0
31,828.0,383.39592757396395,839.824123565817,1.0
32,828.0,379.1263989466754,846.5154707044107,1.0
33,828.0,378.5023179888999,846.8041136141039,0.0
34,796.0,190.39588290926508,846.824193565817,1.0
35,796.0,186.1263989466754,853.5154707044107,1.0
36,796.0,185.5023179888999,853.8041136141039,0.0
37,783.0,999.7479729729732,434.52162162162153,1.0
38,783.0,999.4372037914688,437.83649289099526,1.0
39,783.0,998.665605095541,443.4004777070063,1.0
40,783.0,998.1271676300578,446.7167630057804,1.0
41,783.0,995.7695999999999,460.40639999999985,1.0
42,783.0,993.8472727272726,469.98545454545456,1.0
43,783.0,993.4834951456303,470.3650485436892,0.0
44,764.0,-2.6041617554335517,853.8242635658171,1.0
45,764.0,-6.873601053324592,860.5154707044107,1.0
46,764.0,-7.497682011100096,860.8041136141039,0.0
47,736.0,1006.2063400576365,309.23227665706054,1.0
48,736.0,1005.870103092783,311.31340206185587,1.0
49,736.0,1004.0769230769231,321.71384615384613,1.0
50,736.0,1001.8588235294117,334.04235294117643,1.0
51,736.0,1000.6444444444444,340.60000000000014,1.0
52,736.0,999.8825561312603,344.1968911917097,1.0
53,736.0,999.7697814558076,344.324662499537,0.0
54,732.0,-195.6042064201323,860.8243335658171,1.0
55,732.0,-199.8736010533246,867.5154707044107,1.0
56,732.0,-200.4976820111002,867.8041136141039,0.0
57,706.0,652.5257507748156,857.2583545880811,1.0
58,706.0,651.5058480904675,865.173469200329,1.0
59,706.0,648.9196156711109,872.2402172730392,1.0
60,706.0,647.8835182627745,875.0599552359636,1.0
61,706.0,643.1263989466754,882.5154707044107,1.0
62,706.0,642.5023179888999,882.8041136141039,0.0
63,689.0,1008.3409090909092,200.47727272727275,1.0
64,689.0,1007.3096774193548,206.54193548387093,1.0
65,689.0,1006.9240069084624,208.36269430051834,1.0
66,689.0,1006.2282131241416,209.1510138540309,0.0
67,674.0,454.3956532051004,882.824553565817,1.0
68,674.0,450.1263989466754,889.5154707044107,1.0
69,674.0,449.5023179888999,889.8041136141037,0.0
70,642.0,261.395608540402,889.8246235658166,1.0
71,642.0,257.1263989466754,896.5154707044107,1.0
72,642.0,256.5023179888999,896.8041136141042,0.0
73,629.0,995.0729451304853,676.3783787643649,1.0
74,629.0,993.9753984273113,684.8960619524112,1.0
75,629.0,992.6107917124298,688.6247801450315,0.0
76,629.0,992.604021903119,688.6432783034099,1.0
77,629.0,989.7943949711891,696.3051335777895,1.0
78,629.0,989.637249648413,696.5514169494902,0.0
79,629.0,989.6253960044257,696.5699943742368,1.0
80,629.0,985.1533903884131,703.5786701777483,1.0
81,629.0,984.5617033035603,703.8523306374566,0.0
82,622.0,807.9662240879152,825.8239835658171,1.0
83,622.0,807.0412140842477,828.3515261840794,1.0
84,622.0,804.0425258345635,836.5124529739512,1.0
85,622.0,802.1263989466754,839.5154707044107,1.0
86,622.0,801.8750244857983,839.6317335945153,0.0
87,610.0,68.39556387570292,896.8246935658171,1.0
88,610.0,64.12639894667541,903.5154707044107,1.0
89,610.0,63.502317988899904,903.8041136141042,0.0
90,582.0,1007.7000227346573,556.4887831976516,1.0
91,582.0,1007.6802067356091,561.5806090989786,1.0
92,582.0,1007.408247611216,566.6531295663037,1.0
93,582.0,1006.5516827816039,570.6120421571022,1.0
94,582.0,1005.2509070778808,576.4175450148132,1.0
95,582.0,1004.7719898418193,578.3968875319981,1.0
96,582.0,1004.267479053625,579.8224964711674,1.0
97,582.0,1003.5924631894184,581.647616670826,1.0
98,582.0,1002.9261188975145,583.2331579221591,1.0
99,582.0,1000.1533903884131,587.5786701777483,1.0
100,582.0,999.5445423876374,587.8602677113938,0.0
101,578.0,-124.60448078899572,903.8247635658172,1.0
102,578.0,-128.8736010533246,910.5154707044107,1.0
103,578.0,-129.4976820111001,910.8041136141042,0.0
104,546.0,-317.60452545369446,910.8248335658172,1.0
105,546.0,-321.8736010533246,917.5154707044107,1.0
106,546.0,-322.4976820111002,917.8041136141042,0.0
107,535.0,1018.2601799775023,448.56119235095616,1.0
108,535.0,1018.2467771639042,448.93462246777153,1.0
109,535.0,1017.3333333333328,454.56060606060623,1.0
110,535.0,1016.9722492697172,456.63388510223945,1.0
111,535.0,1015.347992351816,464.8508604206502,1.0
112,535.0,1014.2021792735343,469.9907270189333,1.0
113,535.0,1014.1590975379593,470.11804066226296,1.0
114,535.0,1013.8055069930062,470.48601398601386,0.0
115,488.0,1026.7601351351348,312.3918918918919,1.0
116,488.0,1026.4372037914688,315.83649289099526,1.0
117,488.0,1025.665605095541,321.4004777070063,1.0
118,488.0,1025.1271676300578,324.7167630057804,1.0
119,488.0,1022.7695999999999,338.40639999999985,1.0
120,488.0,1020.8472727272726,347.98545454545456,1.0
121,488.0,1020.4834951456303,348.3650485436892,0.0
122,488.0,337.0732524912398,915.4034267043562,1.0
123,488.0,336.0362977536231,923.4508764482466,1.0
124,488.0,332.8835182627745,932.0599552359636,1.0
125,488.0,328.1263989466754,939.5154707044107,1.0
126,488.0,327.5023179888999,939.8041136141042,0.0
127,456.0,139.3952895068394,939.8251235658172,1.0
128,456.0,135.1263989466754,946.5154707044107,1.0
129,456.0,134.5023179888999,946.8041136141042,0.0
130,441.0,1033.2484149855907,186.99193083573505,1.0
131,441.0,1032.9216494845357,189.0144329896907,1.0
132,441.0,1031.076923076923,199.71384615384613,1.0
133,441.0,1028.8588235294117,212.04235294117643,1.0
