,connected,z_0,z_1,z_2
0,0,333.0,-98.49716535068131,421.01539745791973
1,0,-65.0,558.5534442629097,387.4303862549171
2,0,-382.0,448.081783449408,562.9858600164175
0,1,513.0,-294.25233644859816,75.06542056074767
1,1,513.0,-299.47058823529414,81.58823529411762
2,1,513.0,-306.224,89.35199999999998
3,0,513.0,-326.7531854648419,98.16941953751768
4,1,465.0,-170.94166666666666,129.64583333333337
5,1,465.0,-171.13333333333333,130.66666666666669
6,1,465.0,-171.43243243243242,132.2162162162162
7,1,465.0,-174.46666666666667,137.33333333333331
8,1,465.0,-183.47058823529412,148.58823529411762
9,1,465.0,-187.39743589743588,153.10256410256414
10,0,465.0,-205.50081566068513,165.21696574225126
11,1,457.0,-280.1555555555557,173.94444444444463
12,1,457.0,-289.47058823529403,185.58823529411768
13,0,457.0,-300.0921787709497,197.7988826815643
14,1,437.0,-173.73333333333332,223.66666666666669
15,1,437.0,-186.47058823529412,239.58823529411762
16,1,437.0,-198.53846153846152,253.4615384615384
17,0,437.0,-202.73409461663948,256.2691680261011
18,1,417.0,-57.04236343366773,185.95429208472683
19,1,417.0,-57.49102243898608,189.43817970854883
20,1,417.0,-57.56231599607463,189.88910696761536
21,1,417.0,-58.002857142857124,192.17142857142858
22,1,417.0,-58.096625916870494,192.61002444987776
23,1,417.0,-59.82300140252454,198.14025245441792
24,1,417.0,-60.420909090909106,199.4818181818182
25,1,417.0,-69.62613981762917,215.0060790273556
26,0,417.0,-95.26753670473084,232.1647634584013
27,1,409.0,-164.17291666666668,240.69270833333331
28,1,409.0,-164.21381381381383,240.90690690690695
29,1,409.0,-164.4666666666667,241.33333333333331
30,1,409.0,-173.47058823529412,252.58823529411762
31,1,409.0,-175.25564640617367,254.64034941182166
32,1,409.0,-177.39743589743588,257.10256410256414
33,0,409.0,-188.83442088091354,264.7559543230016
34,1,405.0,-10.733333333333348,152.66666666666663
35,1,405.0,-23.470588235294144,168.58823529411762
36,1,405.0,-35.53846153846155,182.46153846153845
37,0,405.0,-39.73409461663954,185.26916802610117
38,1,401.0,-273.5777777777778,282.22222222222234
39,1,401.0,-279.47058823529414,289.58823529411774
40,0,401.0,-286.18994413407825,297.3128491620112
41,1,389.0,-57.94166666666666,287.6458333333334
42,1,389.0,-58.133333333333326,288.6666666666667
43,1,389.0,-58.43243243243245,290.2162162162163
44,1,389.0,-61.46666666666664,295.3333333333334
45,1,389.0,-70.47058823529414,306.58823529411774
46,1,389.0,-74.39743589743591,311.10256410256414
47,0,389.0,-92.50081566068519,323.21696574225126
