,connected,z_0,z_1,z_2
0,0,56.0,364.71836366175495,11.772919526708336
0,1,294.0,46.263933376040995,-33.398462524023046
1,1,294.0,45.07807308970101,-19.73388704318944
2,1,294.0,43.40816326530614,-16.081632653061263
3,1,294.0,40.5,-11.899999999999977
4,1,294.0,37.39119170984455,-8.449222797927519
5,1,294.0,15.75,15.389627659574444
6,1,294.0,14.9296875,16.275390625
7,1,294.0,11.958333333333314,17.65625
8,0,294.0,7.0,19.625
9,1,276.0,55.48430493273543,1.9775784753363155
10,1,276.0,54.99940619643695,7.565028750074589
11,1,276.0,54.36794019933549,14.841362126245826
12,1,276.0,52.01020408163268,19.99795918367346
13,1,276.0,50.071428571428555,22.785714285714278
14,1,276.0,48.028497409326434,25.053367875647666
15,0,276.0,36.1914498141264,38.10037174721191
16,1,276.0,36.186349659616724,38.10037174721191
17,1,276.0,27.918528004065678,47.2093867189277
18,1,276.0,25.25,50.14760638297713
19,1,276.0,24.3828125,51.083984375
20,1,276.0,21.241666666666703,52.54374999999993
21,0,276.0,16.0,54.625
22,1,258.0,64.70467648942986,37.35361947469568
23,1,258.0,63.98837917259172,45.6074575240857
24,1,258.0,63.65780730897009,49.41661129568109
25,1,258.0,60.61224489795919,56.07755102040818
26,1,258.0,59.64285714285714,57.47142857142853
27,1,258.0,58.66580310880829,58.555958549222794
28,1,258.0,44.10594795539032,74.60408921933089
29,0,258.0,34.75000000000014,84.90558510638334
30,1,258.0,44.102649955234966,74.60408921933089
31,0,258.0,40.08705600813133,79.0291457782809
32,1,258.0,34.75,84.90558510638334
33,1,258.0,33.83593749999997,85.892578125
34,1,258.0,30.524999999999892,87.43125000000009
35,0,258.0,25.0,89.625
36,1,240.0,73.58824783667086,76.61058298832603
37,1,240.0,72.9795028008678,83.62510450163762
38,1,240.0,72.94767441860466,83.9918604651163
39,1,240.0,69.33962264150941,91.88301886792448
40,1,240.0,69.186,92.15800000000002
41,1,240.0,69.08490566037736,92.29905660377358
42,0,240.0,52.02044609665424,111.10302802622903
43,1,240.0,52.02044609665424,111.10780669144987
44,1,240.0,44.25,119.66356382978722
45,1,240.0,43.2890625,120.701171875
46,1,240.0,39.80833333333334,122.31875000000002
47,1,240.0,34.5972972972973,124.38783783783782
48,0,240.0,34.36042065009559,124.47275334608031
49,1,227.0,233.48430493273548,-148.02242152466368
50,1,227.0,233.30659536541884,-145.97468805704102
51,1,227.0,231.74823410696268,-134.97366296670032
52,1,227.0,227.402,-127.19400000000002
53,1,227.0,225.00943396226415,-123.8556603773585
54,1,227.0,202.46062992125985,-99.00196850393701
55,1,227.0,202.27732793522267,-98.8714574898786
56,1,227.0,197.14566929133855,-96.62401574803152
57,0,227.0,194.0,-95.375
58,1,209.0,242.70467648942986,-112.64638052530432
59,0,209.0,242.58035415337486,-111.21382395473199
60,1,191.0,251.92504804612423,-77.27033952594485
61,1,191.0,251.85145573380868,-76.42234105763515
62,1,191.0,250.3509922637067,-65.8300369996636
63,0,191.0,247.66069453166386,-61.0144635353069
64,1,160.0,419.8589154609077,-266.64403417629126
65,1,160.0,417.4922637066936,-249.93699966363943
66,1,160.0,413.3140000000001,-242.458
67,1,160.0,404.9905660377359,-230.8443396226415
68,1,160.0,404.1062992125984,-229.86968503937007
69,0,160.0,386.6428571428571,-217.43571428571428
70,1,142.0,428.7840099487454,-229.41589474785278
71,0,142.0,428.0606214551042,-224.3092386850004
72,1,141.0,168.48430493273548,92.97757847533632
73,1,141.0,167.36794019933552,105.84136212624588
74,1,141.0,165.01020408163265,110.99795918367346
75,1,141.0,163.07142857142856,113.78571428571428
76,1,141.0,161.0284974093264,116.05336787564767
77,1,141.0,138.25,141.14760638297872
78,1,141.0,137.3828125,142.08398437500006
79,1,141.0,134.24166666666667,143.54375
80,0,141.0,129.0,145.62500000000006
81,1,123.0,145.1041628578401,177.69737523631062
82,1,123.0,143.52499999999998,178.43125000000003
83,0,123.0,138.0,180.62500000000006
84,1,111.0,212.75127842237464,-61.0144635353069
85,1,111.0,211.03543307086613,-59.1232283464567
86,1,111.0,209.27732793522267,-57.871457489878594
87,1,111.0,204.14566929133855,-55.624015748031525
88,0,111.0,201.0,-54.375
89,1,105.0,153.71490509521988,212.89744441127056
90,1,105.0,152.80833333333334,213.31875000000008
91,0,105.0,147.0,215.62500000000006
92,1,93.0,600.3162393162393,-359.67350427350425
93,1,93.0,599.226,-357.722
94,1,93.0,598.508547008547,-356.7209401709402
95,0,93.0,596.5,-354.15
96,1,78.0,443.5092693927636,-298.4764036745929
97,1,78.0,441.7936427850656,-286.3651866801211
98,1,78.0,437.54600000000005,-278.762
99,0,78.0,428.7840099487454,-266.5364237358754
100,1,74.0,355.70467648942986,-21.646380525304323
101,1,74.0,355.57902554961373,-20.198514557338058
102,1,74.0,354.04961318533464,-9.401849983181933
103,1,74.0,349.634,-1.4979999999999905
104,1,74.0,349.01023574002363,-0.6276637537170586
105,1,74.0,346.0283018867924,3.533018867924568
106,1,74.0,325.248031496063,26.437401574803175
107,1,74.0,324.2773279352227,27.128542510121406
108,1,74.0,319.14566929133855,29.375984251968475
109,0,74.0,316.0,30.625
110,1,62.0,391.08215285587767,-216.02049283338482
111,0,62.0,384.6428571428571,-211.43571428571428
112,1,59.0,192.70467648942986,57.35361947469568
113,1,59.0,191.65780730897012,69.41661129568104
114,1,59.0,188.61224489795916,76.07755102040818
115,1,59.0,187.64285714285717,77.47142857142853
116,1,59.0,186.6658031088083,78.5559585492228
117,0,59.0,167.9456129993888,99.18488355918367
118,1,56.0,341.3863304396169,53.87669989649481
119,1,56.0,335.03543307086613,60.8767716535433
120,1,56.0,333.27732793522273,62.12854251012152
121,1,56.0,328.14566929133855,64.37598425196848
122,0,56.0,325.0,65.625
123,1,43.0,165.85436444386977,109.15169877852276
124,1,43.0,165.65780730897012,111.41661129568104
125,1,43.0,165.4897350829633,111.78420151901202
126,1,43.0,163.9260992897519,115.204024318358
127,1,43.0,162.61224489795916,118.07755102040818
128,1,43.0,161.64285714285717,119.47142857142853
129,1,43.0,160.6658031088083,120.5559585492228
130,0,43.0,153.71490509521988,128.21736166218403
131,1,41.0,201.92504804612423,92.72966047405515
132,0,41.0,201.75753346010947,94.65991796822004
133,1,41.0,187.56886502568426,122.78780542431139
134,1,41.0,184.77720142539636,125.8648265740643
