,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.21,0.18,0.04,2,8
1,0.17,0.93,0.86,0.06,9,12
2,0.31,2.05,1.98,0.06,13,13
3,0.38,2.21,2.12,0.08,14,16
4,0.0,3.42,3.39,0.03,17,22
5,0.13,0.83,0.75,0.08,8,15
6,0.0,1.95,1.91,0.03,16,21
7,0.04,1.21,1.17,0.03,8,27
8,0.07,1.46,1.35,0.1,8,41
9,0.05,2.05,2.03,0.02,20,42
10,0.07,0.6,0.51,0.08,4,44
11,0.04,2.27,2.23,0.03,16,50
12,0.04,1.75,1.61,0.13,8,67
13,0.04,2.87,2.82,0.04,24,70
14,0.07,1.14,1.04,0.09,8,84
15,0.07,3.44,3.41,0.02,20,85
16,0.07,0.75,0.65,0.08,4,94
17,0.07,2.03,1.98,0.03,17,100
18,0.07,1.57,1.4,0.14,8,116
19,0.07,3.17,3.1,0.05,27,122
20,0.08,1.48,1.35,0.11,11,139
21,0.08,4.27,4.21,0.03,24,141
22,0.09,1.39,1.28,0.09,7,154
23,0.08,3.13,3.11,0.01,20,155
24,0.09,0.49,0.38,0.08,3,164
25,0.09,2.03,1.87,0.13,17,176
26,0.08,2.71,2.64,0.04,25,182
27,0.09,1.07,0.98,0.06,9,186
28,0.08,2.2,2.14,0.04,14,192
29,0.09,2.01,1.88,0.11,9,207
30,0.09,4.35,4.3,0.03,23,210
31,0.09,1.42,1.29,0.1,7,224
32,0.08,3.22,3.11,0.08,22,239
33,0.1,2.09,1.98,0.07,17,195
34,0.12,2.81,2.65,0.13,18,206
35,0.11,2.52,2.46,0.04,24,212
36,0.12,1.03,0.94,0.06,8,216
37,0.12,2.83,2.76,0.04,14,222
38,0.12,2.0,1.85,0.12,9,240
39,0.12,4.28,4.23,0.02,26,241
40,0.12,1.24,1.06,0.1,5,255
41,0.13,2.44,2.4,0.01,21,245
42,0.12,0.77,0.65,0.09,4,258
43,0.12,2.28,2.24,0.02,19,259
44,0.12,0.65,0.49,0.12,4,269
45,0.11,3.0,2.93,0.04,23,275
46,0.14,1.11,1.01,0.07,8,235
47,0.16,2.81,2.71,0.08,17,240
48,0.15,3.46,3.41,0.03,17,244
49,0.14,1.28,1.12,0.12,6,263
50,0.14,4.33,4.29,0.02,27,263
51,0.15,0.77,0.72,0.01,3,249
52,0.14,0.58,0.42,0.11,3,264
53,0.13,2.56,2.51,0.02,22,266
54,0.13,0.82,0.76,0.03,5,268
55,0.13,0.92,0.88,0.02,7,269
56,0.12,0.95,0.87,0.05,5,278
57,0.11,1.67,1.53,0.11,12,298
58,0.11,2.97,2.81,0.12,22,309
59,0.11,2.97,2.9,0.04,23,315
60,0.09,1.31,1.26,0.02,8,317
61,0.09,0.94,0.82,0.08,4,329
62,0.08,3.2,3.15,0.02,18,330
63,0.11,0.73,0.69,0.01,3,296
64,0.11,0.95,0.83,0.07,4,291
65,0.11,2.87,2.76,0.08,17,296
66,0.11,3.79,3.73,0.03,17,300
67,0.11,1.25,1.2,0.02,6,285
68,0.11,0.67,0.51,0.11,4,298
69,0.1,2.72,2.66,0.02,22,298
70,0.1,0.94,0.85,0.05,5,304
71,0.1,1.59,1.52,0.03,11,305
72,0.1,1.05,0.97,0.05,7,308
73,0.1,1.52,1.35,0.13,10,326
74,0.1,3.86,3.81,0.02,27,327
75,0.1,0.82,0.65,0.12,4,338
76,0.1,2.56,2.49,0.04,23,344
77,0.1,1.29,1.18,0.07,8,353
78,0.1,3.48,3.42,0.02,16,354
79,0.1,0.96,0.9,0.02,4,355
80,0.11,1.12,1.06,0.02,5,356
81,0.1,1.38,1.29,0.05,6,365
82,0.09,2.12,2.06,0.02,12,367
83,0.09,0.94,0.81,0.09,4,378
84,0.09,3.01,2.95,0.01,19,380
85,0.12,0.76,0.71,0.01,4,345
86,0.11,1.11,0.99,0.08,4,341
87,0.12,2.2,2.15,0.01,16,325
88,0.12,0.47,0.34,0.09,3,333
89,0.12,1.87,1.81,0.03,17,333
90,0.12,1.25,1.17,0.04,7,339
91,0.11,1.23,1.14,0.04,9,343
92,0.11,1.56,1.49,0.04,10,347
93,0.11,1.33,1.27,0.02,8,349
94,0.11,0.8,0.67,0.08,4,355
95,0.1,4.37,4.31,0.02,18,358
96,0.1,1.21,1.05,0.12,5,368
97,0.1,3.39,3.32,0.04,22,374
98,0.1,1.1,1.02,0.04,8,380
99,0.1,2.09,2.01,0.04,10,382
100,0.1,1.63,1.55,0.04,8,384
101,0.09,1.69,1.48,0.16,9,413
102,0.1,4.57,4.46,0.07,31,422
103,0.1,4.3,4.22,0.03,17,424
104,0.09,1.05,1.0,0.01,5,425
105,0.1,0.62,0.56,0.02,3,426
106,0.09,1.33,1.24,0.05,6,435
107,0.09,2.15,2.0,0.1,12,449
108,0.11,3.82,3.75,0.02,23,407
109,0.12,1.05,0.93,0.07,5,405
110,0.12,3.3,3.24,0.02,18,408
111,0.12,0.69,0.64,0.01,4,394
112,0.12,0.54,0.4,0.09,3,405
113,0.12,2.29,2.22,0.03,18,404
114,0.12,0.69,0.64,0.01,4,404
115,0.11,0.65,0.57,0.04,3,410
116,0.11,1.26,1.17,0.04,8,412
117,0.11,1.68,1.6,0.04,10,416
118,0.11,1.46,1.4,0.02,9,419
119,0.11,0.89,0.71,0.13,5,433
120,0.1,4.54,4.47,0.02,28,436
121,0.1,0.9,0.82,0.03,5,439
122,0.11,1.82,1.77,0.01,6,439
123,0.1,0.56,0.48,0.04,2,441
124,0.1,1.5,1.41,0.04,8,443
125,0.11,2.19,2.06,0.08,9,453
126,0.11,3.64,3.57,0.02,18,454
127,0.11,0.94,0.88,0.02,5,454
128,0.11,0.99,0.89,0.05,5,450
129,0.11,2.94,2.78,0.1,12,439
130,0.12,3.5,3.44,0.01,21,421
131,0.12,0.52,0.46,0.01,3,421
132,0.12,0.35,0.28,0.03,2,424
133,0.12,0.83,0.72,0.06,5,430
134,0.11,2.61,2.54,0.03,14,431
135,0.12,1.18,1.04,0.09,7,425
136,0.12,2.75,2.68,0.03,19,424
137,0.12,1.24,1.16,0.04,6,430
138,0.13,1.07,1.01,0.01,7,400
139,0.14,1.02,0.9,0.07,4,390
140,0.14,3.71,3.63,0.04,17,390
141,0.14,1.53,1.47,0.03,9,391
142,0.14,1.21,1.14,0.03,6,393
143,0.14,1.32,1.26,0.02,7,395
144,0.14,0.78,0.67,0.07,4,402
145,0.13,3.23,2.99,0.19,15,436
146,0.13,4.91,4.86,0.01,35,435
147,0.14,1.12,1.06,0.02,4,436
148,0.13,0.66,0.58,0.03,3,437
149,0.13,1.21,1.12,0.04,7,439
150,0.14,1.47,1.34,0.09,9,450
151,0.14,3.35,3.28,0.02,19,450
152,0.15,0.62,0.56,0.01,3,428
153,0.15,0.64,0.53,0.06,4,438
154,0.15,1.94,1.85,0.05,12,443
155,0.14,1.7,1.62,0.03,9,445
156,0.14,1.04,0.98,0.02,6,445
157,0.14,0.47,0.42,0.01,3,445
158,0.14,0.45,0.37,0.03,2,448
159,0.14,1.15,1.08,0.02,7,447
160,0.14,0.76,0.66,0.05,4,456
161,0.14,2.15,2.01,0.08,12,448
162,0.13,2.5,2.4,0.05,17,453
163,0.13,1.94,1.88,0.02,11,455
164,0.12,0.55,0.49,0.01,3,455
165,0.12,0.52,0.44,0.04,2,461
166,0.12,1.7,1.59,0.05,8,466
167,0.12,2.56,2.5,0.01,12,466
168,0.12,0.82,0.74,0.03,3,468
169,0.12,1.33,1.26,0.02,8,469
170,0.12,1.03,0.96,0.02,5,469
171,0.12,0.73,0.66,0.02,4,470
172,0.13,0.61,0.55,0.01,4,440
173,0.14,1.24,1.11,0.08,4,436
174,0.14,3.07,2.91,0.11,17,444
175,0.14,3.9,3.8,0.01,23,443
176,0.16,0.51,0.44,0.02,2,426
177,0.15,0.75,0.65,0.05,5,434
178,0.16,1.57,1.46,0.06,10,438
179,0.15,1.94,1.88,0.02,11,438
180,0.15,0.45,0.39,0.01,2,437
181,0.15,0.43,0.37,0.02,2,436
182,0.15,0.94,0.84,0.05,4,443
183,0.15,1.96,1.84,0.06,11,441
184,0.15,3.31,3.25,0.02,15,442
185,0.15,0.68,0.6,0.03,3,442
186,0.15,1.12,1.02,0.04,6,445
187,0.15,1.81,1.7,0.06,10,437
188,0.14,2.26,2.11,0.09,12,436
189,0.15,3.32,3.18,0.08,19,429
190,0.15,2.46,2.36,0.05,17,435
191,0.15,2.2,2.08,0.07,11,444
192,0.15,4.22,4.15,0.02,16,445
193,0.15,0.73,0.67,0.01,3,444
194,0.15,1.1,1.04,0.02,3,445
195,0.15,1.01,0.93,0.03,4,447
196,0.15,1.51,1.44,0.02,8,448
197,0.15,1.13,1.06,0.02,5,448
198,0.15,0.8,0.73,0.03,4,451
199,0.15,1.21,1.15,0.02,6,452
200,0.15,1.29,1.22,0.03,5,456
201,0.15,1.6,1.52,0.03,8,461
202,0.14,1.45,1.38,0.02,7,464
203,0.14,0.84,0.78,0.01,4,464
204,0.13,0.55,0.46,0.04,2,470
205,0.13,1.86,1.75,0.06,8,475
206,0.13,2.46,2.41,0.01,13,477
207,0.13,0.8,0.71,0.04,4,482
208,0.12,2.12,1.88,0.19,10,515
209,0.13,5.14,5.07,0.01,34,498
210,0.13,0.58,0.48,0.05,3,505
211,0.13,1.31,1.24,0.02,9,504
212,0.13,0.73,0.64,0.03,3,505
213,0.13,1.13,1.06,0.02,6,505
214,0.13,0.66,0.57,0.03,3,506
215,0.13,0.89,0.82,0.01,5,506
216,0.12,0.97,0.88,0.04,3,512
217,0.12,1.64,1.54,0.04,9,516
218,0.12,1.8,1.71,0.04,10,520
219,0.12,1.09,1.02,0.01,7,521
220,0.12,0.56,0.49,0.03,3,525
221,0.12,1.18,1.1,0.03,6,525
222,0.12,1.16,1.07,0.04,6,529
223,0.11,1.49,1.42,0.02,8,531
224,0.12,0.92,0.78,0.08,4,537
225,0.11,3.37,3.29,0.02,18,540
226,0.11,1.28,1.14,0.08,5,524
227,0.11,3.41,3.3,0.05,17,528
228,0.11,2.16,2.08,0.03,10,532
229,0.11,1.07,1.0,0.02,6,531
230,0.11,1.79,1.7,0.03,7,529
231,0.1,1.53,1.45,0.03,7,534
232,0.11,1.79,1.7,0.03,8,536
233,0.11,1.43,1.36,0.02,8,537
234,0.11,1.07,1.0,0.02,5,536
235,0.1,0.67,0.59,0.03,3,539
236,0.1,1.31,1.22,0.03,6,541
237,0.1,1.73,1.66,0.02,8,542
238,0.1,0.7,0.63,0.01,3,543
239,0.1,0.77,0.68,0.03,3,546
240,0.1,1.77,1.7,0.02,8,545
241,0.1,1.2,1.07,0.07,4,553
242,0.1,4.36,4.27,0.03,17,556
243,0.11,2.07,2.0,0.02,9,557
244,0.11,1.83,1.72,0.05,6,554
245,0.11,3.06,2.99,0.02,12,557
246,0.1,1.69,1.6,0.03,6,549
247,0.1,2.1,2.03,0.01,9,548
248,0.1,0.87,0.76,0.05,3,546
249,0.1,2.83,2.73,0.05,11,547
250,0.12,2.5,2.42,0.02,11,512
251,0.13,1.8,1.7,0.04,7,510
252,0.14,3.6,3.52,0.03,14,507
253,0.14,2.39,2.23,0.1,8,513
254,0.15,3.48,3.41,0.01,20,496
255,0.15,0.66,0.55,0.05,3,504
256,0.15,1.55,1.49,0.01,9,504
257,0.15,0.53,0.45,0.03,2,504
258,0.15,1.1,1.03,0.03,5,504
259,0.14,1.08,1.01,0.03,5,505
260,0.14,1.4,1.31,0.04,6,511
261,0.14,1.87,1.78,0.04,9,514
262,0.14,1.58,1.51,0.02,8,513
263,0.14,1.16,1.09,0.02,5,514
264,0.14,0.68,0.6,0.03,3,516
265,0.14,1.52,1.45,0.02,7,519
266,0.14,1.16,1.02,0.07,5,519
267,0.14,3.57,3.49,0.03,16,521
268,0.14,1.71,1.64,0.02,8,522
269,0.14,1.28,1.21,0.02,5,521
270,0.14,0.73,0.65,0.03,3,524
271,0.14,1.31,1.2,0.05,6,516
