,connected,z_0,z_1,z_2
0,0.0,15552.0,9674.0,12212.0
1,0.0,15422.0,10195.0,13098.0
2,0.0,15413.0,9997.0,13134.0
3,0.0,15378.0,9180.0,13144.0
4,0.0,15333.0,10344.0,12288.0
5,0.0,15329.0,9251.0,13567.0
6,0.0,15323.0,10649.0,13162.0
7,0.0,15320.0,10334.0,13445.0
8,0.0,15274.0,10377.0,13277.0
9,0.0,15221.0,10445.0,13201.0
10,0.0,15203.0,10865.0,13174.0
11,0.0,15194.0,10667.0,13210.0
12,0.0,15160.0,10101.0,13463.0
13,0.0,15160.0,9354.0,13542.0
14,0.0,15154.0,10711.0,13315.0
15,0.0,15150.0,10933.0,13098.0
16,0.0,15147.0,8736.0,13683.0
17,0.0,15130.0,10938.0,12752.0
18,0.0,15111.0,9082.0,13657.0
19,0.0,15105.0,10782.0,13738.0
20,0.0,15101.0,11004.0,13521.0
21,0.0,15074.0,11058.0,12469.0
22,0.0,15070.0,9965.0,13748.0
23,0.0,15066.0,11111.0,12748.0
24,0.0,15057.0,11036.0,13213.0
25,0.0,15044.0,9348.0,13771.0
26,0.0,15031.0,11392.0,12816.0
27,0.0,15030.0,10968.0,13578.0
28,0.0,15028.0,11077.0,13099.0
29,0.0,15017.0,11182.0,13171.0
30,0.0,15002.0,11115.0,13277.0
31,0.0,14999.0,9783.0,13809.0
32,0.0,14985.0,11039.0,13572.0
33,0.0,14963.0,10129.0,13783.0
34,0.0,14945.0,9802.0,13835.0
35,0.0,14937.0,11252.0,13225.0
36,0.0,14936.0,10885.0,13713.0
37,0.0,14935.0,11381.0,13391.0
38,0.0,14932.0,11107.0,13496.0
39,0.0,14923.0,10267.0,13854.0
40,0.0,14912.0,9762.0,13855.0
41,0.0,14896.0,9530.0,13950.0
42,0.0,14887.0,10613.0,13828.0
43,0.0,14876.0,9871.0,13922.0
44,0.0,14870.0,11401.0,12690.0
45,0.0,14862.0,11454.0,12969.0
46,0.0,14861.0,9070.0,14145.0
47,0.0,14843.0,10688.0,14103.0
48,0.0,14816.0,11101.0,13725.0
49,0.0,14813.0,11525.0,13392.0
50,0.0,14808.0,11080.0,13827.0
51,0.0,14788.0,11067.0,13892.0
52,0.0,14784.0,11289.0,13675.0
53,0.0,14765.0,11779.0,12867.0
54,0.0,14743.0,10812.0,13983.0
55,0.0,14738.0,11711.0,13232.0
56,0.0,14719.0,11426.0,13623.0
57,0.0,14717.0,11555.0,13789.0
58,0.0,14699.0,11078.0,13871.0
59,0.0,14692.0,11358.0,13988.0
60,0.0,14679.0,11734.0,13030.0
61,0.0,14674.0,10791.0,14078.0
62,0.0,14664.0,11784.0,13271.0
63,0.0,14661.0,10173.0,14219.0
64,0.0,14660.0,11262.0,14006.0
65,0.0,14644.0,11628.0,13367.0
66,0.0,14643.0,8901.0,14235.0
67,0.0,14642.0,11741.0,13629.0
68,0.0,14633.0,10823.0,14099.0
69,0.0,14630.0,11805.0,13453.0
70,0.0,14625.0,10519.0,14193.0
71,0.0,14622.0,11858.0,13732.0
72,0.0,14591.0,11882.0,13226.0
73,0.0,14589.0,11750.0,13903.0
74,0.0,14576.0,11085.0,14013.0
75,0.0,14571.0,11952.0,12796.0
76,0.0,14565.0,11895.0,13027.0
77,0.0,14555.0,11991.0,13293.0
78,0.0,14551.0,11260.0,14050.0
79,0.0,14526.0,10973.0,14257.0
80,0.0,14523.0,11969.0,13488.0
81,0.0,14508.0,10496.0,14339.0
82,0.0,14490.0,11861.0,13659.0
83,0.0,14482.0,12064.0,12871.0
84,0.0,14481.0,10718.0,14348.0
85,0.0,14480.0,11748.0,13947.0
86,0.0,14472.0,11801.0,14226.0
87,0.0,14437.0,10984.0,14236.0
88,0.0,14420.0,11853.0,13878.0
89,0.0,14411.0,9071.0,14478.0
90,0.0,14409.0,12060.0,13210.0
91,0.0,14405.0,11934.0,13787.0
92,0.0,14386.0,12094.0,13268.0
93,0.0,14375.0,9417.0,14452.0
94,0.0,14373.0,12056.0,13624.0
95,0.0,14373.0,11912.0,13982.0
96,0.0,14370.0,12137.0,12983.0
97,0.0,14369.0,12214.0,12683.0
98,0.0,14368.0,12005.0,13660.0
99,0.0,14347.0,12069.0,13425.0
100,0.0,14334.0,12246.0,13050.0
101,0.0,14316.0,11108.0,14253.0
102,0.0,14313.0,12090.0,13607.0
103,0.0,14312.0,10821.0,14323.0
104,0.0,14304.0,9905.0,14349.0
