,connected,z_0,z_1,z_2
0,0.0,8528.0,6458.0,4364.0
1,0.0,8387.0,7008.0,4698.0
2,0.0,8346.0,6618.0,4711.0
3,0.0,8130.0,7429.0,4625.0
4,0.0,8105.0,7665.0,5521.0
5,0.0,7799.0,7259.0,5597.0
6,0.0,7644.0,7687.0,4558.0
7,0.0,7639.0,7514.0,6046.0
8,0.0,7480.0,7818.0,5748.0
9,0.0,7419.0,7497.0,6105.0
10,0.0,7418.0,7543.0,5789.0
11,0.0,7408.0,7916.0,5357.0
12,0.0,7392.0,7576.0,5811.0
13,0.0,7296.0,7732.0,5945.0
14,0.0,7263.0,7971.0,4750.0
15,0.0,7126.0,6830.0,6120.0
16,0.0,6992.0,7137.0,6408.0
17,0.0,6952.0,7392.0,6314.0
18,0.0,6916.0,7461.0,6176.0
19,0.0,6905.0,7880.0,5428.0
20,0.0,6864.0,7150.0,6377.0
21,0.0,6793.0,7696.0,6016.0
22,0.0,6762.0,7668.0,6375.0
23,0.0,6760.0,7935.0,4821.0
24,0.0,6701.0,7347.0,6732.0
25,0.0,6638.0,8124.0,4977.0
26,0.0,6198.0,7311.0,6803.0
27,0.0,5832.0,6228.0,7089.0
