,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.29,0.17,0.12,2,24
1,0.0,5.01,4.86,0.14,25,28
2,0.0,4.62,4.5,0.11,29,48
3,0.0,3.98,3.79,0.08,22,62
4,0.0,1.43,1.28,0.13,16,86
5,0.03,3.6,3.49,0.1,26,72
6,0.03,2.67,2.63,0.03,22,78
7,0.09,1.19,1.17,0.01,7,56
8,0.06,1.0,0.86,0.12,4,81
9,0.05,9.82,9.74,0.06,27,93
10,0.02,2.53,2.36,0.15,14,119
11,0.03,2.57,2.54,0.01,27,120
12,0.02,0.9,0.87,0.02,4,122
13,0.02,0.98,0.95,0.02,5,124
14,0.02,0.7,0.67,0.01,4,125
15,0.03,0.44,0.4,0.02,4,126
16,0.03,0.85,0.82,0.02,7,123
17,0.02,0.81,0.77,0.03,6,123
18,0.01,0.85,0.77,0.06,7,135
19,0.01,2.68,2.53,0.12,14,158
20,0.02,3.53,3.39,0.12,25,138
21,0.03,3.02,2.9,0.1,26,146
22,0.03,2.55,2.5,0.03,22,148
23,0.04,1.39,1.27,0.09,7,154
24,0.08,2.14,2.11,0.01,20,103
25,0.05,0.77,0.59,0.14,4,133
26,0.08,5.78,5.75,0.01,31,109
27,0.06,0.7,0.56,0.12,4,133
28,0.07,4.07,4.05,0.01,25,131
29,0.07,0.5,0.46,0.02,4,133
30,0.07,1.13,1.09,0.03,7,136
31,0.07,0.78,0.75,0.02,7,137
32,0.07,0.53,0.49,0.02,5,138
33,0.07,0.78,0.73,0.03,6,135
34,0.08,0.9,0.82,0.05,8,136
35,0.08,1.51,1.47,0.03,12,140
36,0.1,0.74,0.69,0.02,7,97
37,0.07,0.87,0.72,0.12,6,100
38,0.06,3.71,3.62,0.07,26,106
39,0.02,4.28,4.11,0.14,17,132
40,0.09,5.17,5.01,0.13,28,79
41,0.09,3.26,3.09,0.14,29,89
42,0.05,4.74,4.61,0.11,30,110
43,0.04,4.91,4.83,0.06,23,122
44,0.03,2.85,2.71,0.12,14,145
45,0.03,4.12,3.98,0.13,25,169
46,0.04,4.4,4.37,0.01,25,162
47,0.03,0.59,0.54,0.04,4,169
48,0.03,1.47,1.33,0.12,9,193
49,0.02,2.83,2.79,0.01,25,183
50,0.02,0.48,0.38,0.07,4,189
51,0.01,1.84,1.75,0.06,17,201
52,0.02,1.9,1.86,0.01,13,174
53,0.02,0.64,0.48,0.13,4,201
54,0.03,3.78,3.73,0.02,29,175
55,0.03,1.2,1.05,0.12,6,179
56,0.03,4.29,4.15,0.11,24,194
57,0.02,3.4,3.27,0.1,25,193
58,0.02,2.83,2.78,0.02,24,197
59,0.01,0.62,0.5,0.1,6,214
60,0.02,3.09,2.93,0.12,23,205
61,0.01,2.56,2.5,0.04,26,212
62,0.03,0.84,0.79,0.02,9,185
63,0.01,0.78,0.65,0.1,5,205
64,0.02,3.01,2.97,0.02,22,201
65,0.02,0.56,0.53,0.02,5,203
66,0.03,0.47,0.42,0.03,5,206
67,0.03,0.69,0.64,0.03,7,207
68,0.03,0.87,0.82,0.02,7,210
69,0.04,0.61,0.55,0.03,6,213
70,0.04,0.63,0.59,0.02,8,202
71,0.04,0.58,0.5,0.05,6,210
72,0.05,1.17,1.03,0.11,12,190
73,0.06,2.46,2.42,0.02,24,189
74,0.06,1.54,1.48,0.04,6,189
75,0.05,2.01,1.92,0.06,9,201
76,0.09,3.64,3.6,0.01,13,153
77,0.07,1.33,1.14,0.15,4,183
78,0.09,6.33,6.28,0.02,32,147
79,0.08,1.16,1.02,0.11,7,156
80,0.08,4.5,4.43,0.05,22,161
81,0.09,2.4,2.34,0.03,11,155
82,0.08,1.94,1.87,0.05,8,161
83,0.08,2.31,2.19,0.1,12,167
84,0.08,2.95,2.91,0.03,22,172
85,0.09,0.38,0.35,0.01,6,152
86,0.07,0.8,0.67,0.11,4,174
87,0.09,4.88,4.82,0.02,24,128
88,0.07,1.31,1.14,0.13,6,136
89,0.04,3.82,3.67,0.11,27,158
90,0.09,5.59,5.55,0.02,24,110
91,0.07,0.86,0.7,0.13,5,114
92,0.05,3.47,3.34,0.11,27,134
93,0.03,3.85,3.71,0.11,22,155
94,0.01,5.1,4.96,0.11,23,175
95,0.01,2.68,2.65,0.01,21,177
96,0.02,0.61,0.58,0.01,3,159
97,0.02,1.41,1.27,0.11,4,182
98,0.05,9.67,9.55,0.09,25,150
99,0.03,1.2,1.12,0.05,21,160
100,0.04,0.73,0.59,0.11,12,164
101,0.04,3.39,3.27,0.1,25,170
