,z_0,z_1,z_2,connected
0,-0.0,-997.4998151794432,133.4035422242208,1.0
1,-0.0,-997.074003068411,122.78815943657207,1.0
2,-0.0,-997.0134917419862,121.78512627755163,1.0
3,-0.0,-996.2167463652854,111.84801024478736,1.0
4,-0.0,-994.5939293105466,106.65843501760708,1.0
5,-0.0,-994.2975582989588,105.75748939512903,1.0
6,-0.0,-991.2280904599913,97.7418405829261,1.0
7,-0.0,-987.8890727459341,91.4867953661211,1.0
8,-0.0,-985.758532288052,87.60677318673697,1.0
9,-0.0,-981.4297818734549,79.79146872164688,0.0
10,-0.0,-981.4297818734549,-62.35811568994268,1.0
11,-0.0,-981.1106269584861,-70.38632132533337,1.0
12,-0.0,-981.074003068411,-71.21184056342793,1.0
13,-0.0,-981.0134917419862,-72.21487372244837,1.0
14,-0.0,-980.2167463652854,-82.15198975521264,1.0
15,-0.0,-978.5939293105466,-87.34156498239292,1.0
16,-0.0,-978.2975582989588,-88.24251060487097,1.0
17,-0.0,-975.2280904599913,-96.2581594170739,1.0
18,-0.0,-971.8890727459341,-102.5132046338789,1.0
19,-0.0,-969.758532288052,-106.39322681326303,1.0
20,-0.0,-956.5541010060108,-130.23305144475944,1.0
21,-0.0,-952.3030059114387,-137.81969925721296,1.0
22,-0.0,-952.0800977123188,-138.1423661631518,1.0
23,-0.0,-945.5204828850192,-144.62469928168616,1.0
24,-0.0,-945.4031194907241,-144.7047833639972,1.0
25,-0.0,-943.3108878767696,-145.53449377838638,1.0
26,-0.0,-937.7012011555635,-147.7263545250264,1.0
27,-0.0,-933.8062088202801,-149.2190681502757,0.0
28,-0.0,-893.4297818734549,-178.35811568994245,1.0
29,-0.0,-893.1106269584861,-186.38632132533348,1.0
30,-0.0,-893.074003068411,-187.21184056342827,1.0
31,-0.0,-893.0134917419862,-188.2148737224486,1.0
32,-0.0,-892.4297818734551,-195.49498210171691,0.0
33,-0.0,-892.4297818734551,-202.35811568994245,1.0
34,-0.0,-892.3457088417624,-204.47293691049458,0.0
35,-0.0,-892.3452674139498,-204.4840408386715,1.0
36,-0.0,-892.074003068411,-211.21184056342827,1.0
37,-0.0,-892.0134917419862,-212.2148737224486,1.0
38,-0.0,-891.7723496065234,-215.2224310306592,0.0
39,-0.0,-891.7714506888187,-215.23364245377752,1.0
40,-0.0,-891.2167463652854,-222.15198975521253,1.0
41,-0.0,-890.9128821558995,-223.12953689854635,0.0
42,-0.0,-890.9093725787809,-223.14082739272317,1.0
43,-0.0,-889.7695799493667,-226.80760022894628,1.0
44,-0.0,-889.2975582989588,-228.2425106048713,1.0
45,-0.0,-883.7823890029786,-242.64489646967604,1.0
46,-0.0,-882.6656425178362,-245.47444379422313,1.0
47,-0.0,-878.527613863529,-253.0103921955988,0.0
48,-0.0,-878.521250116828,-253.0219814983286,1.0
49,-0.0,-874.3119606460186,-260.6831181749153,0.0
50,-0.0,-874.3054990510316,-260.69478420490486,1.0
51,-0.0,-869.6150691489186,-269.1630797281505,0.0
52,-0.0,-869.608560585016,-269.17483055775574,1.0
53,-0.0,-865.1463389951923,-277.23110938537684,1.0
54,-0.0,-864.33721696721,-278.6730008623424,1.0
55,-0.0,-862.1339816138889,-281.86225606837365,1.0
56,-0.0,-860.4920336513285,-283.59590830332445,1.0
57,-0.0,-858.1244524583828,-286.0023814276972,1.0
58,-0.0,-856.6673514579018,-287.4232233827406,1.0
59,-0.0,-856.3639452671011,-287.6182739212436,1.0
60,-0.0,-854.8687629393153,-288.2463547973566,1.0
61,-0.0,-850.811887290851,-289.83148903564734,1.0
62,-0.0,-849.866830192806,-290.1936719324174,0.0
63,-0.0,-830.3386936575446,-290.2056330679445,1.0
64,-0.0,-825.3175629631412,-299.1607083994463,1.0
65,-0.0,-824.8054182911144,-299.936185824168,1.0
66,-0.0,-824.2403122646256,-300.62044194655437,1.0
67,-0.0,-823.2575988408562,-301.71541857782495,1.0
68,-0.0,-817.3115579270207,-307.5826877269026,1.0
69,-0.0,-815.7731258787103,-308.63245217455756,1.0
70,-0.0,-811.8861094326674,-310.1739153685337,1.0
71,-0.0,-806.0726312564627,-312.40186791290716,0.0
72,-0.0,-800.4297818734549,-347.35811568994245,1.0
73,-0.0,-800.1106269584861,-355.3863213253335,1.0
74,-0.0,-800.074003068411,-356.21184056342827,1.0
75,-0.0,-800.0134917419862,-357.2148737224486,1.0
76,-0.0,-799.4297818734551,-364.4949821017169,0.0
77,-0.0,-799.4297818734551,-371.35811568994245,1.0
78,-0.0,-799.3361872485259,-373.71244852349014,0.0
79,-0.0,-799.3356785408944,-373.7252448467832,1.0
80,-0.0,-799.074003068411,-380.21184056342827,1.0
81,-0.0,-799.0134917419862,-381.2148737224486,1.0
82,-0.0,-798.7238226213224,-384.8276661493901,0.0
83,-0.0,-798.7227877162884,-384.8405736248594,1.0
84,-0.0,-798.2167463652854,-391.1519897552125,1.0
85,-0.0,-797.6641416438765,-392.92974820823383,0.0
86,-0.0,-797.6601042537789,-392.9427367045239,1.0
87,-0.0,-796.7695799493667,-395.8076002289463,1.0
88,-0.0,-796.2975582989588,-397.2425106048713,1.0
89,-0.0,-790.7823890029786,-411.64489646967604,1.0
90,-0.0,-789.6656425178362,-414.47444379422313,1.0
91,-0.0,-787.4581221102972,-418.4946575906847,0.0
92,-0.0,-787.4508496808453,-418.50790173606856,1.0
93,-0.0,-782.7868855397621,-427.00165469171475,0.0
94,-0.0,-782.7795663979443,-427.01498390706956,1.0
95,-0.0,-781.6041261329501,-429.15563055935377,1.0
96,-0.0,-777.0365032364591,-437.40220525153677,0.0
97,-0.0,-777.0290628276268,-437.4156384723972,1.0
98,-0.0,-775.0937837431,-440.9096711196705,1.0
