,connected,z_0,z_1,z_2
0,0.0,2982.0,1508.0,1547.0
1,0.0,2846.0,1106.0,2235.0
2,0.0,2846.0,1106.0,2235.0
3,0.0,2846.0,1106.0,2235.0
4,0.0,2840.0,1716.0,1585.0
5,0.0,2840.0,1716.0,1585.0
6,0.0,2840.0,1716.0,1585.0
7,0.0,2774.0,1428.0,1616.0
8,0.0,2773.0,1182.0,2681.0
9,0.0,2767.0,1792.0,2031.0
10,0.0,2706.0,1713.0,2376.0
11,0.0,2700.0,2323.0,1726.0
12,0.0,2565.0,1102.0,2750.0
13,0.0,2564.0,1921.0,2414.0
14,0.0,2564.0,1921.0,2414.0
15,0.0,2564.0,1921.0,2414.0
16,0.0,2498.0,1633.0,2445.0
17,0.0,2491.0,1997.0,2860.0
18,0.0,2425.0,1709.0,2891.0
19,0.0,2425.0,1709.0,2891.0
20,0.0,2425.0,1709.0,2891.0
21,0.0,2419.0,2319.0,2241.0
22,0.0,2419.0,2319.0,2241.0
23,0.0,2419.0,2319.0,2241.0
24,0.0,2283.0,1917.0,2929.0
25,0.0,1880.0,1781.0,3171.0
