,connected,z_0,z_1,z_2
0,0.0,3846.0,2151.0,1501.0
1,0.0,3846.0,2151.0,1501.0
2,0.0,3846.0,2151.0,1501.0
3,0.0,3469.0,2300.0,1924.0
4,0.0,3469.0,2300.0,1924.0
5,0.0,3469.0,2300.0,1924.0
6,0.0,3259.0,3460.0,2059.0
7,0.0,3259.0,3460.0,2059.0
8,0.0,3259.0,3460.0,2059.0
9,0.0,3161.0,2662.0,2184.0
10,0.0,3161.0,2662.0,2184.0
11,0.0,3161.0,2662.0,2184.0
12,0.0,3053.0,3879.0,2085.0
13,0.0,3053.0,3879.0,2085.0
14,0.0,3053.0,3879.0,2085.0
15,0.0,3009.0,3348.0,2794.0
16,0.0,3009.0,3348.0,2794.0
17,0.0,3009.0,3348.0,2794.0
18,0.0,2574.0,3971.0,2742.0
19,0.0,2368.0,4390.0,2768.0
