,connected,z_0,z_1,z_2
0,0.0,37475.0,34332.0,28751.0
1,0.0,37442.0,34600.0,28693.0
2,0.0,37430.0,34954.0,28955.0
3,0.0,37388.0,34141.0,29221.0
4,0.0,37380.0,36311.0,29442.0
5,0.0,37376.0,36063.0,29553.0
6,0.0,37370.0,35278.0,30093.0
7,0.0,37366.0,35444.0,30481.0
8,0.0,37351.0,36034.0,30029.0
9,0.0,37347.0,36490.0,29793.0
10,0.0,37341.0,36890.0,30466.0
11,0.0,37297.0,35701.0,30608.0
12,0.0,37279.0,35253.0,30951.0
13,0.0,37264.0,35843.0,30499.0
14,0.0,37264.0,35480.0,30802.0
15,0.0,37250.0,36134.0,30729.0
16,0.0,37246.0,37106.0,30321.0
17,0.0,37245.0,35450.0,30853.0
18,0.0,37239.0,36214.0,30728.0
19,0.0,37235.0,36270.0,30739.0
20,0.0,37231.0,35748.0,30744.0
21,0.0,37229.0,36403.0,30648.0
22,0.0,37223.0,35618.0,31188.0
23,0.0,37223.0,35602.0,31514.0
24,0.0,37221.0,35782.0,30745.0
25,0.0,37221.0,35639.0,30960.0
26,0.0,37219.0,36480.0,31017.0
27,0.0,37218.0,36566.0,31132.0
28,0.0,37214.0,36888.0,30555.0
29,0.0,37214.0,36622.0,31143.0
30,0.0,37208.0,37288.0,31228.0
31,0.0,37200.0,36118.0,31475.0
32,0.0,37181.0,36874.0,31411.0
33,0.0,37173.0,37403.0,30785.0
34,0.0,37169.0,37454.0,29822.0
35,0.0,37167.0,36386.0,31417.0
36,0.0,37162.0,37920.0,30723.0
37,0.0,37156.0,37135.0,31263.0
38,0.0,37152.0,37640.0,30942.0
39,0.0,37151.0,36875.0,31561.0
40,0.0,37150.0,37817.0,31022.0
41,0.0,37150.0,35915.0,31652.0
42,0.0,37127.0,36431.0,31613.0
43,0.0,37126.0,37112.0,31449.0
44,0.0,37123.0,37422.0,31221.0
45,0.0,37121.0,34926.0,31776.0
46,0.0,37119.0,37949.0,30334.0
47,0.0,37117.0,36167.0,31920.0
48,0.0,37113.0,37504.0,31083.0
49,0.0,37107.0,38158.0,30761.0
50,0.0,37105.0,37179.0,31254.0
51,0.0,37101.0,37373.0,31301.0
52,0.0,37094.0,36683.0,31881.0
53,0.0,37086.0,36878.0,31779.0
54,0.0,37083.0,37505.0,31233.0
55,0.0,37079.0,37242.0,31325.0
56,0.0,37079.0,36910.0,31732.0
57,0.0,37075.0,37729.0,31193.0
58,0.0,37072.0,36653.0,31977.0
59,0.0,37071.0,36780.0,32176.0
60,0.0,37069.0,36944.0,31733.0
61,0.0,37068.0,37641.0,31243.0
62,0.0,37060.0,36880.0,31783.0
63,0.0,37057.0,37856.0,30797.0
64,0.0,37057.0,37445.0,31297.0
65,0.0,37055.0,38033.0,30877.0
66,0.0,37053.0,37146.0,31721.0
67,0.0,37042.0,36909.0,31778.0
68,0.0,37041.0,37926.0,31095.0
69,0.0,37040.0,37510.0,31274.0
70,0.0,37039.0,36921.0,31919.0
71,0.0,37038.0,37314.0,31530.0
72,0.0,37038.0,37048.0,32118.0
73,0.0,37037.0,37635.0,31865.0
74,0.0,37036.0,38015.0,30953.0
75,0.0,37034.0,38192.0,31033.0
76,0.0,37034.0,37910.0,31947.0
77,0.0,37020.0,37967.0,31231.0
78,0.0,37016.0,37018.0,32214.0
79,0.0,37009.0,36059.0,32242.0
80,0.0,37005.0,36134.0,32269.0
81,0.0,37000.0,38323.0,30840.0
82,0.0,36999.0,38319.0,31635.0
83,0.0,36995.0,37061.0,32055.0
84,0.0,36995.0,35757.0,32471.0
85,0.0,36993.0,37534.0,32175.0
86,0.0,36989.0,36604.0,32397.0
87,0.0,36987.0,38412.0,30732.0
88,0.0,36983.0,37270.0,32482.0
89,0.0,36980.0,37561.0,32238.0
90,0.0,36979.0,38148.0,31985.0
91,0.0,36972.0,37577.0,32016.0
92,0.0,36969.0,38683.0,30743.0
93,0.0,36969.0,38401.0,31657.0
94,0.0,36960.0,37802.0,32117.0
95,0.0,36960.0,37786.0,32443.0
96,0.0,36959.0,35679.0,32525.0
97,0.0,36957.0,38413.0,30882.0
98,0.0,36944.0,38029.0,32216.0
99,0.0,36939.0,38408.0,30888.0
100,0.0,36936.0,36356.0,32706.0
101,0.0,36931.0,38764.0,30446.0
102,0.0,36931.0,38482.0,31360.0
103,0.0,36930.0,37656.0,32469.0
104,0.0,36925.0,37799.0,32276.0
105,0.0,36923.0,38555.0,30924.0
106,0.0,36923.0,38273.0,31838.0
107,0.0,36918.0,35924.0,32723.0
108,0.0,36916.0,36638.0,32669.0
109,0.0,36916.0,36622.0,32995.0
110,0.0,36914.0,38639.0,31695.0
111,0.0,36911.0,38297.0,32158.0
112,0.0,36902.0,38315.0,32237.0
113,0.0,36897.0,37924.0,32411.0
114,0.0,36895.0,36921.0,32518.0
115,0.0,36895.0,36819.0,32546.0
