,connected,z_0,z_1,z_2
0,0,301.0,94.57204149045833,717.5267868803336
1,0,121.0,68.74996555072607,718.5045175932647
0,1,908.0,134.46117142429625,111.92499459675139
1,0,908.0,134.656572928081,105.17520576842139
2,1,908.0,133.63059575900365,122.81336250420736
3,0,908.0,134.46117142429625,111.92499459675139
4,1,908.0,131.5581832419732,128.14761158966326
5,0,908.0,133.63059575900365,122.81336250420736
6,1,908.0,130.55007921140646,128.70700580883647
7,0,908.0,131.5581832419732,128.14761158966326
8,1,908.0,130.27101546738413,128.85776731674525
9,0,908.0,130.55007921140646,128.70700580883647
10,1,908.0,126.28491620111731,130.99441340782118
11,0,908.0,130.27101546738413,128.85776731674525
12,1,908.0,125.4237563169363,131.3286197783856
13,0,908.0,126.28491620111731,130.99441340782118
14,1,908.0,117.22509661436288,132.49324221264953
15,0,908.0,125.4237563169363,131.3286197783856
16,1,908.0,113.62589259421156,132.5553347451031
17,0,908.0,117.22509661436288,132.49324221264953
18,1,856.0,-19.398743121248913,159.0885550881976
19,0,856.0,-19.200370949942,152.23614996436447
20,1,856.0,-20.369404240996346,171.81336250420748
21,0,856.0,-19.398743121248913,159.0885550881976
22,1,856.0,-22.791351257287033,178.04728965457252
23,0,856.0,-20.369404240996346,171.81336250420748
24,1,856.0,-23.02929089142947,178.1773518643057
25,0,856.0,-22.791351257287033,178.04728965457252
26,1,856.0,-27.593420235878398,180.6238361266295
27,0,856.0,-23.02929089142947,178.1773518643057
28,1,856.0,-28.57945817299526,181.00650625125581
29,0,856.0,-27.593420235878398,180.6238361266295
30,1,856.0,-37.24416580903187,182.23733095496902
31,0,856.0,-28.57945817299526,181.00650625125581
32,1,856.0,-39.31782731267947,182.27310522436085
33,0,856.0,-37.24416580903187,182.23733095496902
34,1,845.0,15.461171424296253,318.9249945967514
35,0,845.0,15.656572928081232,312.1752057684215
36,1,845.0,14.630595759003654,329.8133625042075
37,0,845.0,15.461171424296253,318.9249945967514
38,1,845.0,12.558183241973438,335.1476115896636
39,0,845.0,14.630595759003654,329.8133625042075
40,1,845.0,11.550079211406455,335.70700580883647
41,0,845.0,12.558183241973438,335.1476115896636
42,1,845.0,11.271015467383904,335.85776731674525
