,connected,z_0,z_1,z_2
0,0,-0.0,-7291.2187713508665,-336.67910259625205
1,0,-0.0,-7277.504245145148,-542.9158745775876
2,0,-0.0,-7277.502395944412,-556.6432958947253
3,0,-0.0,-7273.76451319716,-663.1889225320092
4,0,-0.0,-7229.250129036451,-1055.7805559921335
5,0,-0.0,-6102.184314247632,-3814.9281502559616
6,0,-0.0,-5888.691095050886,-4093.503607947091
7,0,-0.0,-2459.45632887807,-6861.403142406184
0,1,-0.0,-7310.49929180146,77.91908801517093
1,1,-0.0,-7310.324168203102,71.66458618726392
2,1,-0.0,-7310.120945053157,67.63664412179332
3,1,-0.0,-7309.427591409383,59.009248815800674
4,1,-0.0,-7309.005754661857,56.44048658209613
5,1,-0.0,-7308.564671736558,54.441936317223735
6,0,-0.0,-7307.671612629139,51.14196148432893
7,1,-0.0,-7307.671612629139,47.697567838165014
8,1,-0.0,-7307.549357505994,42.1982203483758
9,1,-0.0,-7307.429957185594,39.60326039820666
10,1,-0.0,-7307.315527987212,37.27783232303864
11,1,-0.0,-7307.130861301914,35.537883205443904
12,1,-0.0,-7306.671155967902,31.33904000984694
13,1,-0.0,-7306.373183193698,29.85272531910323
14,1,-0.0,-7305.588038370062,26.6740446515887
15,0,-0.0,-7304.799496834941,23.838960094406502
16,1,-0.0,-7304.799496834941,-62.95478740159979
17,1,-0.0,-7304.55143767351,-68.88838176198897
18,1,-0.0,-7304.374414394833,-71.50667281930055
19,1,-0.0,-7303.705689375734,-78.40997794257146
20,1,-0.0,-7303.397964397924,-80.71050646867388
21,0,-0.0,-7303.35569206668,-80.90762106218881
22,1,-0.0,-7303.35569206668,-141.07118205768165
23,1,-0.0,-7303.308963342137,-145.98896901812714
24,1,-0.0,-7302.723753442788,-157.85281737021887
25,1,-0.0,-7302.24026807532,-162.1548277207521
26,1,-0.0,-7301.978355205196,-163.73639007108068
27,1,-0.0,-7301.489783371664,-165.90195770140144
28,1,-0.0,-7298.696044758926,-176.04694955278956
29,1,-0.0,-7297.436964900042,-180.17436873422685
30,1,-0.0,-7296.218569414645,-183.89889241498622
31,1,-0.0,-7295.452533318441,-185.9792162305739
32,0,-0.0,-7295.377237526858,-186.15279887904853
33,1,-0.0,-7295.377237526858,-188.01829101958538
34,1,-0.0,-7295.2532623866755,-192.04639863479315
35,1,-0.0,-7295.075686095677,-196.05091793595147
36,0,-0.0,-7294.776260163839,-199.76705862890321
37,1,-0.0,-7294.776260163839,-223.53540962247644
38,1,-0.0,-7294.640258804286,-227.18461259142714
39,1,-0.0,-7294.2862729086355,-232.9402628214175
40,0,-0.0,-7294.230470269264,-233.46710406842067
41,1,-0.0,-7294.230470269264,-274.8953829224538
42,1,-0.0,-7294.188225359603,-278.81295696384313
43,1,-0.0,-7294.013455629987,-281.1808848547025
44,1,-0.0,-7293.8218259632795,-282.74490768516625
45,1,-0.0,-7293.284119042548,-285.4895540524949
46,1,-0.0,-7293.090613353299,-287.90958768558085
47,1,-0.0,-7292.735967737301,-291.42177708162853
48,1,-0.0,-7292.119352863039,-296.4245036888233
49,1,-0.0,-7291.9281993726945,-300.3796572794781
50,1,-0.0,-7291.715787432686,-303.95459069137905
51,1,-0.0,-7291.25437715179,-308.054197459619
52,0,-0.0,-7291.218771350859,-308.27119402815424
53,1,-0.0,-7291.220490322008,-351.3477893725558
54,1,-0.0,-7291.218372094036,-351.4416599942342
55,1,-0.0,-7291.033369322951,-355.11364854715976
56,1,-0.0,-7290.6296206386305,-360.62751101657614
57,1,-0.0,-7289.966838475932,-365.9290776181879
58,1,-0.0,-7289.417178007512,-369.07952540317456
59,1,-0.0,-7288.855116370121,-371.79529411167823
60,0,-0.0,-7288.504537568222,-373.12526376461574
61,1,-0.0,-7288.504537568222,-410.95897876576873
62,0,-0.0,-7288.3911868770665,-414.6430272243879
63,1,-0.0,-7285.944736475811,-476.2493355408651
64,0,-0.0,-7285.87257280915,-481.6477023679854
65,1,-0.0,-7285.944736475811,-462.2493355408651
66,0,-0.0,-7285.941777871349,-463.72658313881766
67,1,-0.0,-7285.87257280915,-481.6477023679854
68,1,-0.0,-7285.619464864818,-485.70412899871644
69,1,-0.0,-7285.359673999883,-488.23985000222547
70,1,-0.0,-7284.823362027066,-492.09494654727587
71,1,-0.0,-7283.119887376617,-501.63677418417865
72,1,-0.0,-7281.8464992719855,-506.54797622485603
73,1,-0.0,-7280.551237532221,-510.42056759428215
74,1,-0.0,-7278.627950123713,-515.6718465588256
