,connected,z_0,z_1,z_2
0,0,-0.0,-1825.2619779501629,-7799.328830513815
0,1,-0.0,-7445.13461635222,-1474.962158964182
1,1,-0.0,-7445.06046308211,-1484.446520224702
2,1,-0.0,-7444.687812787338,-1492.920375293449
3,1,-0.0,-7443.947085361505,-1501.545650572828
4,1,-0.0,-7443.324882393515,-1506.6164410909068
5,0,-0.0,-7443.1339336944375,-1507.692873350089
6,1,-0.0,-7443.1339336944375,-1509.2710088795839
7,1,-0.0,-7443.110446514026,-1513.7690340487634
8,1,-0.0,-7443.073279642961,-1517.7953337506924
9,1,-0.0,-7442.880910650271,-1523.2047144042162
10,1,-0.0,-7442.714675128708,-1526.4603412640836
11,1,-0.0,-7442.200112684502,-1533.1165662001122
12,1,-0.0,-7441.291726295295,-1540.8448853282216
13,0,-0.0,-7441.13461635222,-1541.7120833000708
14,1,-0.0,-7441.13461635222,-1626.962158964182
15,1,-0.0,-7441.06046308211,-1636.446520224702
16,1,-0.0,-7440.687812787338,-1644.920375293449
17,0,-0.0,-7440.121073700923,-1651.5196727697266
18,1,-0.0,-7440.121073700923,-1733.250306713352
19,1,-0.0,-7440.09366578639,-1737.1671616091671
20,1,-0.0,-7440.038828497002,-1740.2083634101973
21,1,-0.0,-7439.803018468882,-1745.834165409712
22,1,-0.0,-7439.172514227462,-1754.4261598848088
23,1,-0.0,-7438.291726295295,-1761.8448853282216
24,1,-0.0,-7437.86329876786,-1764.2096718949042
25,1,-0.0,-7437.250413993258,-1766.8293213542556
26,1,-0.0,-7435.778360982914,-1772.3256750398205
27,1,-0.0,-7434.551614152612,-1776.3111472547052
28,1,-0.0,-7433.425329586617,-1779.019764280104
29,1,-0.0,-7432.331652589061,-1781.155814318493
30,1,-0.0,-7430.328854297369,-1784.2036829483231
31,1,-0.0,-7429.443366683906,-1785.3948724090906
32,0,-0.0,-7428.13461635222,-1786.8864784634943
33,1,-0.0,-7428.13461635222,-1846.962158964182
34,1,-0.0,-7428.133329991463,-1847.5379559499606
35,1,-0.0,-7428.06046308211,-1856.446520224702
36,1,-0.0,-7427.687812787338,-1864.920375293449
37,1,-0.0,-7426.947085361505,-1873.545650572828
38,1,-0.0,-7426.324882393515,-1878.6164410909068
39,1,-0.0,-7425.875856423928,-1881.1458937895068
40,1,-0.0,-7425.048975201958,-1884.6173187669401
41,1,-0.0,-7424.992132941715,-1885.1352161144614
42,1,-0.0,-7424.552700229554,-1888.945820991251
43,1,-0.0,-7424.226716612132,-1891.2485742075232
44,1,-0.0,-7423.685429784079,-1893.9853669416052
45,1,-0.0,-7423.492839813957,-1894.806932039187
46,1,-0.0,-7422.974138595903,-1896.9411133271688
47,1,-0.0,-7422.419978960729,-1899.0098999312622
48,1,-0.0,-7421.285754365955,-1902.9640808588729
49,1,-0.0,-7420.5450434877375,-1905.3303608092237
50,1,-0.0,-7419.670765383052,-1907.4804835864825
51,1,-0.0,-7418.500142583304,-1909.8675233466538
52,1,-0.0,-7416.361531690846,-1913.1550419702407
53,0,-0.0,-7414.937172916078,-1914.9645618431578
54,1,-0.0,-7414.937172916078,-1918.9363078964625
55,1,-0.0,-7414.687812787338,-1923.920375293449
56,1,-0.0,-7414.458195662682,-1926.978311976999
57,0,-0.0,-7414.13461635222,-1930.6839496896055
58,1,-0.0,-7414.13461635222,-2008.962158964182
59,1,-0.0,-7414.06046308211,-2018.446520224702
60,1,-0.0,-7413.687812787338,-2026.920375293449
61,1,-0.0,-7412.947085361505,-2035.545650572828
