,z_0,z_1,z_2,connected
0,-0.0,-1550.256528541311,488.4929177767144,1.0
1,-0.0,-1549.9805877770252,477.336269723442,1.0
2,-0.0,-1549.833807570866,475.04686505892505,1.0
3,-0.0,-1547.9938363501994,464.11297372143713,1.0
4,-0.0,-1547.8157286624325,463.17040839837614,1.0
5,-0.0,-1547.7223618158812,462.769832739011,1.0
6,-0.0,-1547.6008416742573,462.39390186310425,1.0
7,-0.0,-1547.3619880189997,461.84844402076965,1.0
8,-0.0,-1545.4394074755712,458.3283224792667,1.0
9,-0.0,-1544.5643141035428,456.81320450672433,1.0
10,-0.0,-1542.4035918543134,453.3423424391108,1.0
11,-0.0,-1538.6008199959012,447.3721293165679,1.0
12,-0.0,-1535.8197109978476,443.6552047712132,1.0
13,-0.0,-1532.7384813181905,439.679066888325,1.0
14,-0.0,-1532.4728287972573,439.3533611154278,1.0
15,-0.0,-1529.8975618849324,436.4801584539448,1.0
16,-0.0,-1527.9965999133558,434.6200451505638,1.0
17,-0.0,-1524.256528541311,431.4943851743071,0.0
18,-0.0,-1524.256528541311,167.49291777671442,1.0
19,-0.0,-1523.9805877770252,156.33626972344155,1.0
20,-0.0,-1523.833807570866,154.04686505892505,1.0
21,-0.0,-1521.9938363501994,143.1129737214378,1.0
22,-0.0,-1521.8157286624325,142.1704083983759,1.0
23,-0.0,-1521.7223618158812,141.76983273901078,1.0
24,-0.0,-1521.6008416742573,141.3939018631031,1.0
25,-0.0,-1521.3619880189997,140.84844402076942,1.0
26,-0.0,-1519.4394074755712,137.32832247926763,1.0
27,-0.0,-1518.5643141035428,135.81320450672501,1.0
28,-0.0,-1516.4035918543134,132.34234243911123,1.0
29,-0.0,-1512.6008199959012,126.37212931656813,1.0
30,-0.0,-1509.8197109978476,122.65520477121345,1.0
31,-0.0,-1506.7384813181905,118.67906688832545,1.0
32,-0.0,-1506.4728287972573,118.35336111542756,1.0
33,-0.0,-1503.8975618849324,115.48015845394548,1.0
34,-0.0,-1501.8987715349083,113.52029077016141,1.0
35,-0.0,-1500.9152499409618,112.64808701066568,1.0
36,-0.0,-1499.0989708025706,111.10199748690593,1.0
37,-0.0,-1494.248397657633,107.06454214945461,1.0
38,-0.0,-1487.1652958030193,101.56945080444439,1.0
39,-0.0,-1483.284105253589,98.6712591417604,1.0
40,-0.0,-1473.8240288464829,92.1501033251925,1.0
41,-0.0,-1471.3085274883704,90.62932330107014,1.0
42,-0.0,-1468.3130816516762,89.1526603930215,1.0
43,-0.0,-1467.7817716522502,88.9071921548425,1.0
44,-0.0,-1467.706806491127,88.88449689813979,1.0
45,-0.0,-1466.6076299314611,88.85085125825344,0.0
46,-0.0,-1449.256528541311,59.49291777671442,1.0
47,-0.0,-1448.9805877770252,48.336269723441546,1.0
48,-0.0,-1448.833807570866,46.04686505892505,1.0
49,-0.0,-1448.256528541311,42.61642760986706,0.0
50,-0.0,-1448.256528541311,41.49291777671442,1.0
51,-0.0,-1448.0804107318684,34.37224308789155,0.0
52,-0.0,-1448.0798520014193,34.3496528809419,1.0
53,-0.0,-1448.0545215813197,33.32551067843451,0.0
54,-0.0,-1448.0539625919794,33.30291000416082,1.0
55,-0.0,-1448.0148204937852,31.720343489382685,0.0
56,-0.0,-1448.0142611074345,31.697726763437004,1.0
57,-0.0,-1447.9805877770252,30.336269723441546,1.0
58,-0.0,-1447.833807570866,28.04686505892505,1.0
59,-0.0,-1447.6770353282907,27.11383195608414,0.0
60,-0.0,-1447.673227428477,27.091169165023075,1.0
61,-0.0,-1446.6107683548673,20.76958897148006,0.0
62,-0.0,-1446.60693406008,20.746862737988977,1.0
63,-0.0,-1445.9938363501994,17.11297372143781,1.0
64,-0.0,-1445.8157286624325,16.170408398375912,1.0
65,-0.0,-1445.7223618158812,15.76983273901078,1.0
66,-0.0,-1445.6008416742573,15.39390186310311,1.0
67,-0.0,-1445.4060402449034,14.939013462637377,1.0
68,-0.0,-1444.6390422960437,13.524776816596386,0.0
69,-0.0,-1444.6265903675605,13.501978134983801,1.0
70,-0.0,-1443.4394074755712,11.328322479267626,1.0
71,-0.0,-1442.5643141035428,9.813204506725015,1.0
72,-0.0,-1439.671138226997,5.187480373693234,0.0
73,-0.0,-1439.6566256333492,5.1645983191165215,1.0
74,-0.0,-1436.6008199959012,0.3721293165681345,1.0
75,-0.0,-1435.0545113597975,-1.7067410561539873,0.0
76,-0.0,-1435.0372104062528,-1.729692052945211,1.0
77,-0.0,-1432.201381344318,-5.383357827054624,1.0
78,-0.0,-1429.7428414229814,-8.456890849013234,1.0
79,-0.0,-1428.7489678622753,-9.569868922566002,1.0
80,-0.0,-1428.0261340455247,-10.37459017006222,1.0
81,-0.0,-1425.8987715349083,-12.47970922983859,1.0
82,-0.0,-1424.9152499409618,-13.351912989334323,1.0
83,-0.0,-1423.611612021307,-14.461621782299972,0.0
84,-0.0,-1423.584500343575,-14.484700327898281,1.0
85,-0.0,-1418.248397657633,-18.93545785054539,1.0
86,-0.0,-1417.048243743947,-19.866042068011666,0.0
87,-0.0,-1417.048243743947,-45.47576987015918,1.0
88,-0.0,-1416.8024418495877,-55.41386376974788,1.0
89,-0.0,-1416.7025274524892,-57.06869870208402,1.0
90,-0.0,-1416.256528541311,-59.71549170673552,0.0
91,-0.0,-1416.256528541311,-72.50708222328558,1.0
92,-0.0,-1416.1017699812012,-78.76417436710835,0.0
93,-0.0,-1416.1011832683787,-78.78789593823285,1.0
94,-0.0,-1415.9805877770252,-83.66373027655845,1.0
95,-0.0,-1415.833807570866,-85.95313494107495,1.0
96,-0.0,-1414.9183989551123,-91.40120742566978,0.0
97,-0.0,-1414.9143919212236,-91.42505536712451,1.0
98,-0.0,-1413.9938363501994,-96.88702627856219,1.0
99,-0.0,-1413.8157286624325,-97.82959160162409,1.0
100,-0.0,-1413.7223618158812,-98.23016726098922,1.0
101,-0.0,-1413.6008416742573,-98.60609813689689,1.0
102,-0.0,-1413.3619880189997,-99.15155597923058,1.0
103,-0.0,-1412.1428972433498,-101.38363292138229,0.0
104,-0.0,-1412.129817720989,-101.40758068709192,1.0
105,-0.0,-1411.4394074755712,-102.67167752073237,1.0
106,-0.0,-1410.5643141035428,-104.18679549327499,1.0
107,-0.0,-1408.4035918543134,-107.65765756088877,1.0
